name	submodule	is_seed	spd	component_id
Q9NX70	1	1	0.07865168539325842	0
Q9ULK4	1	1	0.05921052631578947	0
Q96G25	1	1	0.14814814814814814	0
Q9NVC6	1	1	0.1111111111111111	0
P24863	1	1	0.11428571428571428	0
Q15007	1	1	0.15384615384615385	0
O43513	1	1	0.14285714285714285	0
Q5T200	1	0	0.16981132075471697	0
Q8TB05	1	0	0.5	0
A0JLT2	1	0	0.061946902654867256	0
Q8N7E2	1	0	0.4	0
P51617	2	1	0.047619047619047616	0
Q9Y4K3	2	1	0.027613412228796843	0
Q9NYJ8	2	1	0.0891089108910891	0
Q15750	2	1	0.06923076923076923	0
P49116	2	1	0.08163265306122448	0
Q8N5C8	2	0	0.23809523809523808	0
Q96CG3	2	0	0.11764705882352941	0
O43318	2	0	0.056179775280898875	0
Q10589	2	0	0.26666666666666666	0
Q12765	2	0	0.26666666666666666	0
Q8NFM7	2	0	0.2857142857142857	0
Q99706	2	0	0.16666666666666666	0
O14836	2	0	0.06896551724137931	0
Q5VYS4	2	0	1.0	0
Q9BSJ6	3	1	0.06666666666666667	0
Q96S65	3	1	0.2	0
Q9NQZ6	3	1	0.07142857142857142	0
O95273	3	1	0.07894736842105263	0
Q08379	3	0	0.019417475728155338	0
Q9P2Z0	3	0	0.16666666666666666	0
Q15973	3	0	0.25	0
Q96SQ5	3	0	0.07407407407407407	0
Q9ULM2	3	0	0.10526315789473684	0
Q9BYI3	3	0	0.1111111111111111	0
Q8NEP9	3	0	0.2	0
Q01081	4	1	0.018018018018018018	0
Q5VTL8	4	1	0.058823529411764705	0
Q6NXP0	4	1	1.0	0
P78362	4	0	0.010256410256410256	0
Q8TA86	4	0	0.125	0
Q9BYM8	5	1	0.10294117647058823	0
Q8N5U6	5	1	0.02631578947368421	0
P51668	5	0	0.013452914798206279	0
Q15427	6	1	0.008849557522123894	0
Q9P1W9	6	1	0.05	0
Q86UT8	6	0	0.13333333333333333	0
P62308	6	0	0.02857142857142857	0
Q99816	7	1	0.024096385542168676	0
O14964	7	1	0.04830917874396135	0
Q9UKU7	7	0	0.10526315789473684	0
Q86XT2	7	0	0.3333333333333333	0
A5D8V6	7	0	0.1	0
Q15843	8	1	0.01818181818181818	0
Q5TAQ9	8	1	0.02	0
Q9UNS2	8	0	0.022727272727272728	0
Q16762	8	0	0.09090909090909091	0
Q5TIA1	8	0	1.0	0
