name	submodule	is_seed	spd	component_id
P78527	1	1	0.08865248226950355	0
P52701	1	1	0.22093023255813954	0
P43246	1	1	0.183206106870229	0
P12004	1	1	0.11594202898550725	0
Q92878	1	1	0.20430107526881722	0
P54132	1	1	0.2222222222222222	0
P13010	1	1	0.11811023622047244	0
P20585	1	1	0.2413793103448276	0
Q14191	1	1	0.3953488372093023	0
O76064	1	1	0.19642857142857142	0
Q9UBZ9	1	0	0.2857142857142857	0
Q99708	1	0	0.1346153846153846	0
Q96S55	1	0	0.20588235294117646	0
O60671	1	0	0.47368421052631576	0
Q92547	1	0	0.23529411764705882	0
P39748	1	0	0.13043478260869565	0
P49005	1	0	0.15625	0
P46100	1	0	0.3269230769230769	0
Q9UBT6	1	0	0.2	0
P28340	1	0	0.11538461538461539	0
Q99638	1	0	0.5151515151515151	0
Q9HCU8	1	0	0.6666666666666666	0
Q15054	1	0	0.4166666666666667	0
Q92805	1	0	0.06666666666666667	0
Q13315	1	0	0.16049382716049382	0
Q13535	1	0	0.20408163265306123	0
Q96BW5	1	0	0.2222222222222222	0
Q7LG56	1	0	0.1875	0
Q96SD1	1	0	0.22580645161290322	0
O75943	1	0	0.3333333333333333	0
Q9NSU2	1	0	0.3333333333333333	0
Q03112	1	0	0.38596491228070173	0
O96017	1	0	0.1328125	0
O60921	1	0	0.3225806451612903	0
O60934	1	0	0.28205128205128205	0
O15393	1	0	0.2727272727272727	0
Q92922	2	1	0.16101694915254236	0
Q96GM5	2	1	0.14	0
Q8TAQ2	2	1	0.17647058823529413	0
Q969G3	2	1	0.1574074074074074	0
P51531	2	1	0.16346153846153846	0
P51532	2	1	0.1377551020408163	0
Q96EZ8	2	1	0.04054054054054054	0
P28370	2	1	0.19444444444444445	0
Q9UIG0	2	0	0.3	0
Q13127	2	0	0.20930232558139536	0
Q9BZ95	2	0	0.24390243902439024	0
Q12830	2	0	0.11428571428571428	0
Q02880	2	0	0.26865671641791045	0
Q8WUB8	2	0	0.2857142857142857	0
P52630	2	0	0.14893617021276595	0
O96019	2	0	0.08620689655172414	0
Q9H8M2	2	0	0.2727272727272727	0
O75177	2	0	0.21621621621621623	0
Q9NX70	3	1	0.11363636363636363	0
Q9ULK4	3	1	0.11464968152866242	0
Q96G25	3	1	0.16666666666666666	0
Q9NVC6	3	1	0.15873015873015872	0
P24863	3	1	0.14084507042253522	0
O43513	3	1	0.22448979591836735	0
O95402	3	0	0.09375	0
Q15528	3	0	0.2962962962962963	0
Q8TB05	3	0	0.5	0
A0JLT2	3	0	0.08411214953271028	0
Q9UMS4	4	1	0.054945054945054944	0
Q15393	4	1	0.042105263157894736	0
Q86XP3	4	1	0.06818181818181818	0
O75533	4	1	0.05128205128205128	0
Q15428	4	0	0.04285714285714286	0
Q53H47	4	0	0.5714285714285714	0
O43395	4	0	0.06504065040650407	0
O60508	4	0	0.05	0
P61956	5	1	0.24285714285714285	0
P63165	5	1	0.23444976076555024	0
Q9UER7	5	1	0.18	0
P55854	5	1	0.19130434782608696	0
P29590	5	1	0.19642857142857142	0
P23497	5	1	0.27450980392156865	0
O75928	5	1	0.2876712328767123	0
Q9P0U3	5	0	0.3170731707317073	0
P63279	5	0	0.14523809523809525	0
O75925	5	0	0.23275862068965517	0
Q9UHP3	5	0	0.15217391304347827	0
P15104	5	0	0.25	0
Q9Y4E5	5	0	0.16666666666666666	0
Q9H422	5	0	0.15789473684210525	0
Q9Y6X2	5	0	0.24561403508771928	0
Q9UJ78	5	0	0.36363636363636365	0
P20591	5	0	0.3142857142857143	0
Q9UIS9	5	0	0.2702702702702703	0
Q13569	5	0	0.2682926829268293	0
P10242	5	0	0.2	0
Q9HC62	5	0	0.2	0
Q7Z333	5	0	0.17777777777777778	0
Q9H2Y7	5	0	0.2	0
Q96B23	5	0	0.12903225806451613	0
Q96HI0	5	0	0.2	0
Q86Y37	5	0	0.3333333333333333	0
P12757	5	0	0.20430107526881722	0
Q9UBW7	5	0	0.2037037037037037	0
Q6PEW1	5	0	0.3333333333333333	0
Q8N2W9	5	0	0.22826086956521738	0
Q5W0Q7	5	0	0.17391304347826086	0
Q8N3Z6	5	0	0.2608695652173913	0
Q12772	5	0	0.1	0
Q9UM63	5	0	0.45454545454545453	0
Q9H2X6	5	0	0.2	0
Q8TF65	5	0	0.3	0
Q9UKL3	5	0	0.5238095238095238	0
Q86Z02	5	0	0.2222222222222222	0
Q01543	5	0	0.35294117647058826	0
O75030	5	0	0.2	0
P56693	5	0	0.29411764705882354	0
Q03014	5	0	0.2222222222222222	0
O95551	5	0	0.15384615384615385	0
Q9HCK0	5	0	0.5	0
Q6DJT9	5	0	0.6	0
Q9H8M9	5	0	0.5	0
Q5JVG8	5	0	1.0	0
P20592	5	0	1.0	0
O00222	5	0	0.5	0
O00180	5	0	0.5714285714285714	0
Q12873	6	1	0.2112676056338028	0
Q09028	6	1	0.21354166666666666	0
Q92769	6	1	0.22184300341296928	0
Q13547	6	1	0.17805383022774326	0
Q96ST3	6	1	0.17346938775510204	0
O15379	6	1	0.175	0
O60264	6	1	0.20869565217391303	0
Q9BWE0	6	0	0.18181818181818182	0
Q9NRL2	6	0	0.3125	0
Q15672	6	0	0.17391304347826086	0
Q9UQR1	6	0	0.16666666666666666	0
Q96KQ7	6	0	0.14960629921259844	0
P23771	6	0	0.22580645161290322	0
Q96N64	6	0	0.2857142857142857	0
Q9UIF9	6	0	0.2857142857142857	0
Q9UKG1	6	0	0.07058823529411765	0
Q8N108	6	0	0.21052631578947367	0
Q8IWS0	6	0	0.075	0
Q12948	6	0	0.14285714285714285	0
P26358	6	0	0.16326530612244897	0
Q9UBC3	6	0	0.19230769230769232	0
Q99958	6	0	0.18518518518518517	0
Q14865	6	0	0.26666666666666666	0
Q9UGL1	6	0	0.1746031746031746	0
Q99583	6	0	0.2727272727272727	0
P50539	6	0	0.08333333333333333	0
P49116	6	0	0.1568627450980392	0
Q02447	6	0	0.2894736842105263	0
P13056	6	0	0.48148148148148145	0
Q9UHJ3	6	0	0.23809523809523808	0
P17542	6	0	0.22	0
Q9BSJ6	6	0	0.10344827586206896	0
Q9H165	6	0	0.2857142857142857	0
P11766	6	0	0.13333333333333333	0
P41182	6	0	0.13445378151260504	0
Q5FWF5	6	0	0.2727272727272727	0
Q92766	6	0	0.4375	0
O75362	6	0	0.7142857142857143	0
Q8IZD2	6	0	0.21052631578947367	0
Q8IV32	6	0	0.25	0
Q5T5X7	6	0	0.4117647058823529	0
Q9C0K0	6	0	0.35	0
Q01826	6	0	0.4146341463414634	0
Q9UKN5	6	0	0.375	0
Q6ICB0	6	0	0.2	0
Q7Z3K6	6	0	0.4	0
O14862	6	0	0.19387755102040816	0
Q8IX07	6	0	0.25	0
Q9P1Z0	6	0	0.2857142857142857	0
P09455	6	0	0.3125	0
Q8WUU4	6	0	0.3333333333333333	0
O60315	6	0	0.3793103448275862	0
O94880	6	0	0.23529411764705882	0
O95365	6	0	0.2631578947368421	0
O15119	6	0	0.3125	0
O15156	6	0	0.1935483870967742	0
O14519	6	0	0.14583333333333334	0
O95567	6	0	0.6666666666666666	0
O14753	6	0	0.6	0
Q14676	7	1	0.10857142857142857	0
Q12888	7	1	0.15555555555555556	0
Q04206	8	1	0.09018567639257294	0
Q9H0A8	8	1	0.06976744186046512	0
P19838	8	1	0.07386363636363637	0
Q8NFZ5	8	0	0.09090909090909091	0
Q02505	8	0	0.3333333333333333	0
Q9BYH8	8	0	0.3333333333333333	0
Q8NI38	8	0	0.2	0
Q9UBI1	8	0	0.06666666666666667	0
Q9NYL4	8	0	0.2	0
O60658	8	0	0.18181818181818182	0
P56597	8	0	0.5	0
Q9Y4E8	9	1	0.024539877300613498	0
Q9NVP2	9	1	0.08695652173913043	0
P33993	9	0	0.05240174672489083	0
P55209	10	1	0.035211267605633804	0
Q8N8U2	10	1	0.125	0
Q7Z6Z7	10	0	0.02588235294117647	0
P56524	11	1	0.14204545454545456	0
Q8WUI4	11	1	0.10869565217391304	0
O60307	11	0	0.0392156862745098	0
Q9P1Z3	12	1	0.5	0
O60519	12	1	1.0	0
Q15717	12	0	0.02866043613707165	0
P12956	13	1	0.06818181818181818	0
Q9Y5B9	13	1	0.09929078014184398	0
Q08945	13	0	0.07377049180327869	0
Q9UKL0	14	1	0.25316455696202533	0
O00327	14	1	0.05660377358490566	0
O43482	14	0	0.06451612903225806	0
Q96IJ6	15	1	0.15384615384615385	0
O14734	15	1	0.2	0
Q8NCE2	15	0	0.046511627906976744	0
Q13363	16	1	0.21333333333333335	0
P56545	16	1	0.2413793103448276	0
Q99856	16	1	0.2857142857142857	0
Q9Y2I1	16	0	0.05263157894736842	0
Q16352	16	0	0.06451612903225806	0
