name	rank	visiting_probability	is_seed	spd	component_id
P02511	19	0.02227101237471205	1	0.0379746835443038	0
P62736	13	0.022299966077917985	1	0.05785123966942149	0
Q9Y4K3	14	0.02233107119809304	1	0.029296875	0
P19474	32	0.02224427523957183	1	0.10975609756097561	0
Q15056	6	0.022260649194131142	1	0.07272727272727272	0
Q08380	2	0.02230290561606692	1	0.052980132450331126	0
Q9NRA8	12	0.022241482498139956	1	0.058823529411764705	0
O95816	24	0.02234520307089936	1	0.05844155844155844	0
P07437	5	0.02238770122721058	1	0.07636363636363637	0
Q16666	29	0.02244535714018183	1	0.01808785529715762	0
Q8NFH5	26	0.022261284658196746	1	0.05172413793103448	0
P13056	22	0.02224954183442365	1	0.07407407407407407	0
P19419	8	0.02225498213925365	1	0.17777777777777778	0
Q92478	9	0.022222834975266625	1	1.0	0
P07339	36	0.022261643701147603	1	0.09090909090909091	0
P48454	16	0.022357036170245072	1	0.05555555555555555	0
Q9HD23	15	0.022251565644627727	1	0.03225806451612903	0
Q01081	30	0.022239694774122982	1	0.05405405405405406	0
O60341	3	0.022446761762569684	1	0.025735294117647058	0
Q12926	20	0.022811695619071388	1	0.07291666666666667	0
P10398	17	0.022310829407518905	1	0.06060606060606061	0
P09914	7	0.022249703396708117	1	0.025	0
O14770	11	0.022317995946170247	1	0.15384615384615385	0
P25101	33	0.02240196189977678	1	0.13636363636363635	0
Q01850	1	0.02241878556761204	1	0.0392156862745098	0
Q9Y6H6	27	0.022252636613375194	1	1.0	0
P29992	31	0.022454940940458426	1	0.15151515151515152	0
Q14576	21	0.02227786362524554	1	1.0	0
Q9NWS9	10	0.022269137274569136	1	0.13043478260869565	0
O14964	4	0.022358031382735857	1	0.03864734299516908	0
Q68DY1	18	0.022240382282421107	1	1.0	0
O14782	23	0.022236920771331135	1	1.0	0
O00459	25	0.022259537940460324	1	0.06363636363636363	0
Q86VW0	35	0.022244252659068122	1	1.0	0
Q5T7M9	34	0.02225035531200997	1	0.0625	0
Q8WXF8	28	0.02223990149538727	1	1.0	0
Q99729	53	0.0005515561366039167	0	0.09615384615384616	0
Q13501	104	0.0003097637224625707	0	0.04044117647058824	0
P78362	44	0.0006301923318873006	0	0.020356234096692113	0
Q01844	40	0.0009006172376462248	0	0.030575539568345324	0
P16949	88	0.0003745579419750062	0	0.03225806451612903	0
P08238	105	0.0003083976660092946	0	0.02857142857142857	0
P63279	102	0.00031300785356155344	0	0.030952380952380953	0
Q13283	94	0.00033198152477831934	0	0.04871794871794872	0
Q14258	51	0.0005708821806149669	0	0.011615628299894404	0
Q8IXZ2	70	0.00045336715081289655	0	0.039603960396039604	0
Q13618	96	0.0003251207979955612	0	0.02390057361376673	0
Q92905	73	0.00043215480540822115	0	0.02635431918008785	0
Q9BRK4	47	0.0005845604865605036	0	0.030303030303030304	0
P49407	103	0.00031045894157696175	0	0.05394190871369295	0
Q99459	46	0.0005881271778101616	0	0.030405405405405407	0
P02751	95	0.00032751210128848597	0	0.029850746268656716	0
P14373	97	0.0003231641086397065	0	0.025547445255474453	0
Q9UER7	71	0.0004440287706300244	0	0.07051282051282051	0
P25054	64	0.0004977579653586272	0	0.040214477211796246	0
Q14192	39	0.0022742943345253758	0	0.06976744186046512	0
Q676U5	63	0.0004981804401074136	0	0.05263157894736842	0
Q9NUI1	90	0.00037285790595108096	0	0.18181818181818182	0
P68104	45	0.0005914319828830854	0	0.04065040650406504	0
Q9NRI5	77	0.00039831274740304934	0	0.04132231404958678	0
Q15717	79	0.00038597132762625586	0	0.012445550715619166	0
Q9Y496	81	0.0003817126542692443	0	0.13636363636363635	0
Q02952	87	0.00037833594115134505	0	0.2	0
Q16543	43	0.0006551103512683438	0	0.0695970695970696	0
Q96EK5	75	0.00042400468194955993	0	0.09615384615384616	0
P47897	56	0.0005337773774217542	0	0.075	0
Q9H4B6	69	0.00047909804376560297	0	0.1511627906976744	0
P04406	57	0.0005299336023628674	0	0.06329113924050633	0
P05067	37	0.005239038529527179	0	0.021637426900584796	0
P00533	99	0.0003173870051582738	0	0.018900343642611683	0
P49796	93	0.0003356823509227743	0	0.07142857142857142	0
Q5T3J3	59	0.0005043592521429215	0	0.007751937984496124	0
Q96BR6	92	0.0003724922929199331	0	0.045454545454545456	0
Q00534	41	0.0006869924342723908	0	0.0673076923076923	0
Q13547	72	0.00044325020780100266	0	0.030927835051546393	0
Q96GN5	66	0.0004967933563274914	0	0.08333333333333333	0
Q9H3H3	49	0.0005760159823341081	0	0.25	0
P05412	101	0.0003147301745815811	0	0.01863799283154122	0
P06396	82	0.0003816293047946264	0	0.08641975308641975	0
Q9HAV0	100	0.0003167262158850788	0	0.0392156862745098	0
Q92851	60	0.0005029999366142335	0	0.075	0
Q12840	67	0.0004965016450383993	0	0.05405405405405406	0
Q92630	83	0.0003816280109889051	0	0.16326530612244897	0
