Q93009
P05114
O43739
O43557
O15503
O14807
O00585
Q8IZ63
P13164
P06028
Q5T7M9
O95990
O95989
O75909
P30536
P26641
P19652
P16152
P15328
P14770
Q6NXP0
Q8WYH8
Q8TF71
Q8NHQ1
P07307
O15162
Q9Y2G8
Q5VTL8
Q8IYA8
P01100
O43805
Q96F46
Q9Y3Q8
Q9HCD5
Q9H000
Q16621
P57105
Q9Y6K9
Q9Y2W2
Q9NX57
Q9H9H4
Q8IYN2
Q7L4P6
Q7L2Z9
P60022
O75558
O60760
O60519
P19419
Q9H0U9
P36382
P35372
P31260
P31151
P34903
P29992
P25101
P10398
P09914
P07339
P04259
Q8NEY4
Q86VW0
Q68DY1
Q01850
Q15233
P08237
O43559
Q96S65
Q8N4H5
Q15007
Q8N8U2
Q49A26
P04637
O95251
Q15382
Q9NRY6
P0DJI8
P08567
Q16394
Q15772
P82980
P56181
P49763
P55774
P54920
P52789
Q8N6Y0
Q14525
P43355
P51808
Q8WVF5
Q96IJ6
Q9H0A8
O14933
P05408
O95639
O76095
O75177
O15392
P55198
Q9BUZ4
P35914
Q8IUH3
Q5JUX0
Q8WUH6
Q8TBF5
Q5D1E8
P36955
Q8N998
Q7L5A8
Q9H159
Q9BXS6
Q9BX68
Q9BUL8
Q96FQ6
Q12888
Q14676
P84103
P48730
Q9UBU9
Q9Y572
O60506
P54132
O75533
Q9Y5B9
Q9Y265
Q92769
Q8TAQ2
Q14191
Q9UMS4
Q13426
Q96GM5
Q969G3
Q92922
P55209
P13010
P35659
Q09028
P28370
P62136
P12956
P12268
P78527
P12004
P50402
P51531
P49959
P49736
P20585
P17844
O60264
P43246
Q14683
Q15393
P51532
P52701
O95602
P02545
O14981
P38398
Q9BYX4
Q96ST3
Q9H2P0
Q9NPF5
Q92878
O95786
Q13546
P19525
Q96SB4
Q04206
P19838
P24863
O43513
P35579
Q9ULK4
Q00403
Q01484
P62826
Q9Y287
Q96FN5
Q16666
Q16594
O00458
P49427
Q9UHD2
Q15223
P63172
Q9UPY8
P55072
P51668
Q14240
P27694
Q99816
P29590
P07947
P12931
Q92624
Q9Y2M0
P06241
O15379
Q86XP3
O60437
P56524
Q9H2X6
Q07021
Q12873
Q99856
O14686
Q9UQL6
O95153
Q8WUI4
Q8IUQ4
Q9UKV0
P0DPB5
P14859
Q9UER7
O75928
P23497
P37198
Q7Z434
P11142
P21333
O75369
Q99613
Q13310
P55884
Q04637
Q6P2Q9
P60709
Q92841
P35658
Q93008
Q9P1Z3
P25963
O43561
Q9NX70
Q96G25
Q9NVC6
P67870
P78347
Q8TEE9
P00846
P48201
O95295
P51965
P29692
O00303
P01024
Q14289
Q8N5U6
Q9HAU4
Q9H3M7
Q7RTU7
Q5TAQ9
